Quantify Compound Summary Report 

Printed Mon Jul 24 17:06:51 2023

Compound 1:  Ala

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
18	18	20230717AY_Sample2-8	Analyte		3.89	2729973.500	23588426.000	0.521	bb	0.4	
19	19	20230717AY_Sample2-9	Analyte		3.90	2847955.250	24523190.000	0.523	bb	0.4	
20	20	20230717AY_Sample2-10	Analyte		3.90	628431.688	28392180.000	0.100	db	0.0	
21	21	20230717AY_Sample2-11	Analyte		3.91	638365.938	26948300.000	0.107	dd	0.0	
22	22	20230717AY_Sample2-12	Analyte		3.90	627775.375	28013992.000	0.101	bd	0.0	
23	23	20230717AY_Sample2-13	Analyte		3.90	2363517.000	24554040.000	0.433	bb	0.3	
24	24	20230717AY_Sample2-14	Analyte		3.89	2330901.750	23342302.000	0.449	bb	0.3	
25	25	20230717AY_Sample2-15	Analyte		3.90	2425168.250	24321862.000	0.449	bb	0.3	
26	26	20230717AY_Sample2-16	Analyte		3.90	612581.875	26705058.000	0.103	bb	0.0	
27	27	20230717AY_Sample2-17	Analyte		3.90	619373.188	27223410.000	0.102	bb	0.0	
28	28	20230717AY_Sample2-18	Analyte		3.90	636724.563	27214682.000	0.105	bb	0.0	
29	29	20230717AY_Sample2-19	Analyte		3.90	2892777.000	24193384.000	0.538	bb	0.4	
30	30	20230717AY_Sample2-20	Analyte		3.89	2803102.250	23402122.000	0.539	bb	0.4	
31	31	20230717AY_Sample2-21	Analyte		3.89	2713545.250	23759614.000	0.514	bb	0.4	
32	32	20230717AY_Sample2-22	Analyte		3.90	620152.188	28462990.000	0.098	bb	0.0	
33	33	20230717AY_Sample2-23	Analyte		3.90	619479.063	27516492.000	0.101	bb	0.0	
34	34	20230717AY_Sample2-24	Analyte		3.89	605699.688	27802812.000	0.098	bb	0.0	
35	35	20230717AY_Water7	Analyte		3.89	627164.500	26298604.000	0.107	dd	0.0	
36	36	20230717AY_Sample2-25	Analyte		3.89	13018567.000	24075404.000	2.433	bb	2.1	
37	37	20230717AY_Sample2-26	Analyte		3.89	8381583.500	25337742.000	1.489	bb	1.3	
38	38	20230717AY_Sample2-27	Analyte		3.88	18409924.000	22593000.000	3.667	bb	3.3	
39	39	20230717AY_Sample2-28	Analyte		3.88	16401015.000	23531156.000	3.136	bb	2.8	
40	40	20230717AY_Sample2-29	Analyte		3.89	14179701.000	24742776.000	2.579	bb	2.3	
41	41	20230717AY_Sample2-30	Analyte		3.89	14077129.000	23556434.000	2.689	bb	2.4	
42	42	20230717AY_Sample2-31	Analyte		3.89	16408365.000	23015426.000	3.208	bb	2.9	
43	43	20230717AY_Sample2-32	Analyte		3.88	14053957.000	24174706.000	2.616	bb	2.3	
44	44	20230717AY_Sample2-33	Analyte		3.89	14891518.000	23556574.000	2.845	bb	2.5	
45	45	20230717AY_Sample2-34	Analyte		3.89	13513979.000	23751526.000	2.560	bb	2.3	
46	46	20230717AY_Sample2-35	Analyte		3.89	13337907.000	23711812.000	2.531	bb	2.2	
47	47	20230717AY_Sample2-36	Analyte		3.89	10025318.000	22965492.000	1.964	bb	1.7	
48	48	20230717AY_Sample2-37	Analyte		3.90	14998966.000	23829078.000	2.832	bb	2.5	
49	49	20230717AY_Sample2-38	Analyte		3.90	13236433.000	23302040.000	2.556	bb	2.3	
50	50	20230717AY_Sample2-39	Analyte		3.90	12371460.000	23783480.000	2.341	bb	2.1	
51	51	20230717AY_Sample2-40	Analyte		3.89	14778165.000	23489928.000	2.831	bb	2.5	
52	52	20230717AY_Sample2-41	Analyte		3.90	12955316.000	23636936.000	2.466	bb	2.2	
53	53	20230717AY_Sample2-42	Analyte		3.89	15561310.000	24172364.000	2.897	bb	2.6	
54	54	20230717AY_Sample2-43	Analyte		3.90	14756656.000	23860414.000	2.783	bb	2.5	
55	55	20230717AY_Sample2-44	Analyte		3.90	13481683.000	24256248.000	2.501	bb	2.2	
56	56	20230717AY_Sample2-45	Analyte		3.90	11683413.000	24464238.000	2.149	bb	1.9	
57	57	20230717AY_Sample2-46	Analyte		3.90	8014530.000	25118124.000	1.436	bb	1.2	
58	58	20230717AY_Sample2-47	Analyte		3.90	8839274.000	24697446.000	1.611	bb	1.4	
59	59	20230717AY_Sample2-48	Analyte		3.90	10397548.000	24504698.000	1.909	db	1.6	
60	60	20230717AY_Water8	Analyte		3.91	626314.563	26119724.000	0.108	bb	0.0	
61	61	20230717AY_Sample2-49	Analyte		3.91	15086159.000	25299170.000	2.683	bb	2.4	
62	62	20230717AY_Sample2-50	Analyte		3.89	24866426.000	22600652.000	4.951	bb	4.7	
63	63	20230717AY_Sample2-51	Analyte		3.91	18033850.000	25135842.000	3.229	bb	2.9	
64	64	20230717AY_Sample2-52	Analyte		3.90	16316781.000	26287032.000	2.793	db	2.5	
65	65	20230717AY_Sample2-53	Analyte		3.90	17607168.000	25973444.000	3.051	bb	2.7	
66	66	20230717AY_Sample2-54	Analyte		3.90	19907866.000	24352228.000	3.679	bb	3.4	
67	67	20230717AY_Sample2-55	Analyte		3.90	18640640.000	25269070.000	3.320	bb	3.0	
68	68	20230717AY_Sample2-56	Analyte		3.90	26201658.000	24744176.000	4.765	bb	4.5	
69	69	20230717AY_Sample2-57	Analyte		3.90	20705908.000	24510068.000	3.802	bb	3.5	
70	70	20230717AY_Sample2-58	Analyte		3.90	21343286.000	24876698.000	3.861	bb	3.5	
71	71	20230717AY_Sample2-59	Analyte		3.90	25212548.000	24655082.000	4.602	bb	4.3	
72	72	20230717AY_Sample2-60	Analyte		3.90	23684724.000	23338738.000	4.567	bb	4.3	
73	73	20230717AY_Sample2-61	Analyte		3.89	67416528.000	20389810.000	14.879	bb	18.2	
74	74	20230717AY_Sample2-62	Analyte		3.90	69522624.000	20677122.000	15.130	bb	18.7	
75	75	20230717AY_Sample2-63	Analyte		3.89	66172820.000	20376322.000	14.614	bb	17.7	
76	76	20230717AY_Sample2-64	Analyte		3.89	66197364.000	20931578.000	14.232	bb	17.1	
77	77	20230717AY_Sample2-65	Analyte		3.89	72241296.000	20026918.000	16.232	bb	20.7	
78	78	20230717AY_Sample2-66	Analyte		3.90	68593208.000	20566032.000	15.009	bb	18.4	
79	79	20230717AY_Sample2-67	Analyte		3.90	18698416.000	24913980.000	3.377	bb	3.1	
80	80	20230717AY_Sample2-68	Analyte		3.90	15073284.000	26287986.000	2.580	bb	2.3	
81	81	20230717AY_Sample2-69	Analyte		3.89	19495802.000	24812948.000	3.536	bb	3.2	
82	82	20230717AY_Sample2-70	Analyte		3.91	17204180.000	25557178.000	3.029	bb	2.7	
83	83	20230717AY_Sample2-71	Analyte		3.90	19259906.000	24465352.000	3.543	bb	3.2	
84	84	20230717AY_Sample2-72	Analyte		3.90	20303574.000	24299034.000	3.760	bb	3.4	
85	85	20230717AY_Water10	Analyte		3.91	649005.375	26011284.000	0.112	dd	0.0	
86	86	20230717AY_Std4-1	Standard	0.000			27364548.000		MM-I		
87	87	20230717AY_Std4-2	Standard	0.100	3.91	1378565.250	24808304.000	0.250	bb	0.1	47.4
88	88	20230717AY_Std4-3	Standard	0.500	3.91	4052724.500	27163024.000	0.671	dd	0.5	3.9
89	89	20230717AY_Std4-4	Standard	1.000	3.90	7299971.000	27735964.000	1.184	bb	1.0	-2.0
90	90	20230717AY_Std4-5	Standard	5.000	3.91	32337416.000	28878276.000	5.039	bb	4.7	-5.0
91	91	20230717AY_Std4-6	Standard	10.000	3.90	55412672.000	26198370.000	9.518	bb	10.0	0.1
92	92	20230717AY_Std4-7	Standard	50.000	3.90	108531056.000	15282608.000	31.957	bb	50.0	0.1
93	93	20230717AY_Std4-8	Standard	100.000			10362054.000		MM-I		

Compound 19:  Lys*

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5		4.500	3.90	25418712.000		25418712.000	bb	4.9	9.4
2	2	20230717AY_Std3-1	Standard	4.500	3.91	27471436.000		27471436.000	bb	5.3	18.2
3	3	20230717AY_Std3-2	Standard	4.500	3.90	26901876.000		26901876.000	bb	5.2	15.8
4	4	20230717AY_Std3-3	Standard	4.500	3.90	26440832.000		26440832.000	bb	5.1	13.8
5	5	20230717AY_Std3-4	Standard	4.500	3.90	27254402.000		27254402.000	bb	5.3	17.3
6	6	20230717AY_Std3-5	Standard	4.500	3.91	25924154.000		25924154.000	bb	5.0	11.6
7	7	20230717AY_Std3-6	Standard	4.500	3.90	25313142.000		25313142.000	bb	4.9	8.9
8	8	20230717AY_Std3-7	Standard	4.500	3.89	14764434.000		14764434.000	bb	2.9	-36.5
9	9	20230717AY_Std3-8	Standard	4.500	3.88	9891545.000		9891545.000	bb	1.9	-57.4
10	10	20230717AY_Water6	Analyte	4.500	3.90	28444778.000		28444778.000	bb	5.5	22.4
11	11	20230717AY_Sample2-1	Analyte	4.500	3.89	24163414.000		24163414.000	bb	4.7	4.0
12	12	20230717AY_Sample2-2	Analyte	4.500	3.90	23782484.000		23782484.000	bb	4.6	2.4
13	13	20230717AY_Sample2-3	Analyte	4.500	3.89	23079532.000		23079532.000	bb	4.5	-0.7
14	14	20230717AY_Sample2-4	Analyte	4.500	3.91	27714932.000		27714932.000	bb	5.4	19.3
15	15	20230717AY_Sample2-5	Analyte	4.500	3.91	27586454.000		27586454.000	MM	5.3	18.7
16	16	20230717AY_Sample2-6	Analyte	4.500	3.91	27753330.000		27753330.000	bb	5.4	19.4
17	17	20230717AY_Sample2-7	Analyte	4.500	3.90	23361656.000		23361656.000	bb	4.5	0.5
18	18	20230717AY_Sample2-8	Analyte	4.500	3.89	23588426.000		23588426.000	bb	4.6	1.5
19	19	20230717AY_Sample2-9	Analyte	4.500	3.90	24523190.000		24523190.000	bb	4.7	5.5
20	20	20230717AY_Sample2-10	Analyte	4.500	3.90	28392180.000		28392180.000	bb	5.5	22.2
21	21	20230717AY_Sample2-11	Analyte	4.500	3.91	26948300.000		26948300.000	bb	5.2	16.0
22	22	20230717AY_Sample2-12	Analyte	4.500	3.90	28013992.000		28013992.000	bb	5.4	20.6
23	23	20230717AY_Sample2-13	Analyte	4.500	3.90	24554040.000		24554040.000	bb	4.8	5.7
24	24	20230717AY_Sample2-14	Analyte	4.500	3.89	23342302.000		23342302.000	bb	4.5	0.5
25	25	20230717AY_Sample2-15	Analyte	4.500	3.90	24321862.000		24321862.000	bb	4.7	4.7
26	26	20230717AY_Sample2-16	Analyte	4.500	3.90	26705058.000		26705058.000	bb	5.2	14.9
27	27	20230717AY_Sample2-17	Analyte	4.500	3.90	27223410.000		27223410.000	bb	5.3	17.2
28	28	20230717AY_Sample2-18	Analyte	4.500	3.90	27214682.000		27214682.000	bb	5.3	17.1
29	29	20230717AY_Sample2-19	Analyte	4.500	3.90	24193384.000		24193384.000	bb	4.7	4.1
30	30	20230717AY_Sample2-20	Analyte	4.500	3.89	23402122.000		23402122.000	bb	4.5	0.7
31	31	20230717AY_Sample2-21	Analyte	4.500	3.89	23759614.000		23759614.000	bb	4.6	2.3
32	32	20230717AY_Sample2-22	Analyte	4.500	3.90	28462990.000		28462990.000	bb	5.5	22.5
33	33	20230717AY_Sample2-23	Analyte	4.500	3.90	27516492.000		27516492.000	bb	5.3	18.4
34	34	20230717AY_Sample2-24	Analyte	4.500	3.89	27802812.000		27802812.000	bb	5.4	19.7
35	35	20230717AY_Water7	Analyte	4.500	3.89	26298604.000		26298604.000	bb	5.1	13.2
36	36	20230717AY_Sample2-25	Analyte	4.500	3.90	24075404.000		24075404.000	bb	4.7	3.6
37	37	20230717AY_Sample2-26	Analyte	4.500	3.89	25337742.000		25337742.000	bb	4.9	9.1
38	38	20230717AY_Sample2-27	Analyte	4.500	3.89	22593000.000		22593000.000	bb	4.4	-2.8
39	39	20230717AY_Sample2-28	Analyte	4.500	3.88	23531156.000		23531156.000	bb	4.6	1.3
40	40	20230717AY_Sample2-29	Analyte	4.500	3.89	24742776.000		24742776.000	bb	4.8	6.5
41	41	20230717AY_Sample2-30	Analyte	4.500	3.89	23556434.000		23556434.000	bb	4.6	1.4
42	42	20230717AY_Sample2-31	Analyte	4.500	3.89	23015426.000		23015426.000	bb	4.5	-0.9
43	43	20230717AY_Sample2-32	Analyte	4.500	3.88	24174706.000		24174706.000	bb	4.7	4.0
44	44	20230717AY_Sample2-33	Analyte	4.500	3.89	23556574.000		23556574.000	bb	4.6	1.4
45	45	20230717AY_Sample2-34	Analyte	4.500	3.89	23751526.000		23751526.000	bb	4.6	2.2
46	46	20230717AY_Sample2-35	Analyte	4.500	3.89	23711812.000		23711812.000	bb	4.6	2.1
47	47	20230717AY_Sample2-36	Analyte	4.500	3.89	22965492.000		22965492.000	bb	4.4	-1.2
48	48	20230717AY_Sample2-37	Analyte	4.500	3.90	23829078.000		23829078.000	bb	4.6	2.6
49	49	20230717AY_Sample2-38	Analyte	4.500	3.90	23302040.000		23302040.000	bb	4.5	0.3
50	50	20230717AY_Sample2-39	Analyte	4.500	3.90	23783480.000		23783480.000	bb	4.6	2.4
51	51	20230717AY_Sample2-40	Analyte	4.500	3.90	23489928.000		23489928.000	bb	4.5	1.1
52	52	20230717AY_Sample2-41	Analyte	4.500	3.90	23636936.000		23636936.000	bb	4.6	1.7
53	53	20230717AY_Sample2-42	Analyte	4.500	3.89	24172364.000		24172364.000	bb	4.7	4.0
54	54	20230717AY_Sample2-43	Analyte	4.500	3.90	23860414.000		23860414.000	bb	4.6	2.7
55	55	20230717AY_Sample2-44	Analyte	4.500	3.89	24256248.000		24256248.000	bb	4.7	4.4
56	56	20230717AY_Sample2-45	Analyte	4.500	3.90	24464238.000		24464238.000	bd	4.7	5.3
57	57	20230717AY_Sample2-46	Analyte	4.500	3.90	25118124.000		25118124.000	bb	4.9	8.1
58	58	20230717AY_Sample2-47	Analyte	4.500	3.90	24697446.000		24697446.000	bb	4.8	6.3
59	59	20230717AY_Sample2-48	Analyte	4.500	3.90	24504698.000		24504698.000	bb	4.7	5.5
60	60	20230717AY_Water8	Analyte	4.500	3.91	26119724.000		26119724.000	bb	5.1	12.4
61	61	20230717AY_Sample2-49	Analyte	4.500	3.90	25299170.000		25299170.000	bb	4.9	8.9
62	62	20230717AY_Sample2-50	Analyte	4.500	3.90	22600652.000		22600652.000	bb	4.4	-2.7
63	63	20230717AY_Sample2-51	Analyte	4.500	3.91	25135842.000		25135842.000	bb	4.9	8.2
64	64	20230717AY_Sample2-52	Analyte	4.500	3.90	26287032.000		26287032.000	bb	5.1	13.1
65	65	20230717AY_Sample2-53	Analyte	4.500	3.90	25973444.000		25973444.000	bb	5.0	11.8
66	66	20230717AY_Sample2-54	Analyte	4.500	3.90	24352228.000		24352228.000	bb	4.7	4.8
67	67	20230717AY_Sample2-55	Analyte	4.500	3.90	25269070.000		25269070.000	bb	4.9	8.8
68	68	20230717AY_Sample2-56	Analyte	4.500	3.90	24744176.000		24744176.000	bb	4.8	6.5
69	69	20230717AY_Sample2-57	Analyte	4.500	3.90	24510068.000		24510068.000	bb	4.7	5.5
70	70	20230717AY_Sample2-58	Analyte	4.500	3.90	24876698.000		24876698.000	bb	4.8	7.1
71	71	20230717AY_Sample2-59	Analyte	4.500	3.90	24655082.000		24655082.000	bb	4.8	6.1
72	72	20230717AY_Sample2-60	Analyte	4.500	3.90	23338738.000		23338738.000	bb	4.5	0.4
73	73	20230717AY_Sample2-61	Analyte	4.500	3.89	20389810.000		20389810.000	bb	3.9	-12.2
74	74	20230717AY_Sample2-62	Analyte	4.500	3.90	20677122.000		20677122.000	bb	4.0	-11.0
75	75	20230717AY_Sample2-63	Analyte	4.500	3.89	20376322.000		20376322.000	bb	3.9	-12.3
76	76	20230717AY_Sample2-64	Analyte	4.500	3.90	20931578.000		20931578.000	bb	4.1	-9.9
77	77	20230717AY_Sample2-65	Analyte	4.500	3.89	20026918.000		20026918.000	bb	3.9	-13.8
78	78	20230717AY_Sample2-66	Analyte	4.500	3.90	20566032.000		20566032.000	bb	4.0	-11.5
79	79	20230717AY_Sample2-67	Analyte	4.500	3.90	24913980.000		24913980.000	bb	4.8	7.2
80	80	20230717AY_Sample2-68	Analyte	4.500	3.90	26287986.000		26287986.000	bb	5.1	13.1
81	81	20230717AY_Sample2-69	Analyte	4.500	3.89	24812948.000		24812948.000	bb	4.8	6.8
82	82	20230717AY_Sample2-70	Analyte	4.500	3.91	25557178.000		25557178.000	bb	4.9	10.0
83	83	20230717AY_Sample2-71	Analyte	4.500	3.90	24465352.000		24465352.000	bb	4.7	5.3
84	84	20230717AY_Sample2-72	Analyte	4.500	3.90	24299034.000		24299034.000	bb	4.7	4.6
85	85	20230717AY_Water10	Analyte	4.500	3.91	26011284.000		26011284.000	bb	5.0	12.0
86	86	20230717AY_Std4-1	Standard	4.500	3.91	27364548.000		27364548.000	bd	5.3	17.8
87	87	20230717AY_Std4-2	Standard	4.500	3.91	24808304.000		24808304.000	bb	4.8	6.8
88	88	20230717AY_Std4-3	Standard	4.500	3.91	27163024.000		27163024.000	bb	5.3	16.9
89	89	20230717AY_Std4-4	Standard	4.500	3.90	27735964.000		27735964.000	bb	5.4	19.4
90	90	20230717AY_Std4-5	Standard	4.500	3.91	28878276.000		28878276.000	bb	5.6	24.3
91	91	20230717AY_Std4-6	Standard	4.500	3.90	26198370.000		26198370.000	bb	5.1	12.8
92	92	20230717AY_Std4-7	Standard	4.500	3.90	15282608.000		15282608.000	bb	3.0	-34.2
93	93	20230717AY_Std4-8	Standard	4.500	3.89	10362054.000		10362054.000	bb	2.0	-55.4

Compound 20:  Met

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5			1.98	1229.792	2571137.000	0.002	bbI		
2	2	20230717AY_Std3-1	Standard	0.000			2420142.500		MM-I		
3	3	20230717AY_Std3-2	Standard	0.100	2.41	80856.617	2593701.000	0.140	MM	0.1	-33.2
4	4	20230717AY_Std3-3	Standard	0.500	2.41	391677.000	2549377.250	0.691	MM	0.6	15.2
5	5	20230717AY_Std3-4	Standard	1.000	2.39	808365.938	2656166.750	1.370	MM	1.2	20.3
6	6	20230717AY_Std3-5	Standard	5.000	2.44	3162102.750	2182549.000	6.520	MM	6.0	19.2
7	7	20230717AY_Std3-6	Standard	10.000	2.41	6170023.000	2214251.250	12.539	MM	11.5	15.2
8	8	20230717AY_Std3-7	Standard	50.000	2.38	23518366.000	1913150.250	55.319	MM	51.1	2.1
9	9	20230717AY_Std3-8	Standard	100.000			1909217.250		MM-I		
10	10	20230717AY_Water6	Analyte		1.98	1287.592	2640901.000	0.002	bbI		
11	11	20230717AY_Sample2-1	Analyte		2.38	124330.133	2639740.750	0.212	MM	0.1	
12	12	20230717AY_Sample2-2	Analyte		2.42	113492.859	2358964.500	0.217	MM	0.1	
13	13	20230717AY_Sample2-3	Analyte		2.40	113330.234	2445588.750	0.209	MM	0.1	
14	14	20230717AY_Sample2-4	Analyte		2.18	32.173	2529077.750	0.000	dbI		
15	15	20230717AY_Sample2-5	Analyte		2.00	19.394	2586078.500	0.000	bbI		
16	16	20230717AY_Sample2-6	Analyte		1.97	230.204	2527094.000	0.000	bdI		
17	17	20230717AY_Sample2-7	Analyte		2.40	35370.504	2501845.500	0.064	MMI		
18	18	20230717AY_Sample2-8	Analyte		2.39	33913.805	2517221.000	0.061	MMI		
19	19	20230717AY_Sample2-9	Analyte		2.41	31182.803	2328671.750	0.060	MMI		
20	20	20230717AY_Sample2-10	Analyte		2.22	39.239	2616427.750	0.000	bbI		
21	21	20230717AY_Sample2-11	Analyte		1.98	656.684	2475961.750	0.001	bbI		
22	22	20230717AY_Sample2-12	Analyte		1.98	50.930	2671095.000	0.000	bbI		
23	23	20230717AY_Sample2-13	Analyte		2.41	27406.525	2249667.750	0.055	MMI		
24	24	20230717AY_Sample2-14	Analyte		2.38	29724.586	2380352.000	0.056	MMI		
25	25	20230717AY_Sample2-15	Analyte		2.41	28506.293	2283807.750	0.056	MMI		
26	26	20230717AY_Sample2-16	Analyte		1.97	480.604	2612157.250	0.001	bbI		
27	27	20230717AY_Sample2-17	Analyte		1.98	638.734	2494748.500	0.001	bbI		
28	28	20230717AY_Sample2-18	Analyte		1.98	596.291	2696558.250	0.001	bbI		
29	29	20230717AY_Sample2-19	Analyte		2.39	5487.469	2095495.250	0.012	MMI		
30	30	20230717AY_Sample2-20	Analyte		2.37	5636.285	2208208.000	0.011	MMI		
31	31	20230717AY_Sample2-21	Analyte		2.37	5886.098	2196100.750	0.012	MMI		
32	32	20230717AY_Sample2-22	Analyte		1.97	290.027	2412807.500	0.001	bbI		
33	33	20230717AY_Sample2-23	Analyte		1.97	759.383	2435866.000	0.001	bbI		
34	34	20230717AY_Sample2-24	Analyte		1.97	645.362	2652416.000	0.001	bbI		
35	35	20230717AY_Water7	Analyte		1.97	1049.836	2590207.500	0.002	bbI		
36	36	20230717AY_Sample2-25	Analyte		2.41	160782.469	2435222.000	0.297	MM	0.2	
37	37	20230717AY_Sample2-26	Analyte		2.39	82392.742	2528522.000	0.147	MM	0.1	
38	38	20230717AY_Sample2-27	Analyte		2.39	293323.188	2509789.000	0.526	MM	0.4	
39	39	20230717AY_Sample2-28	Analyte		2.38	257703.453	2498057.750	0.464	MM	0.4	
40	40	20230717AY_Sample2-29	Analyte		2.41	161370.938	2412557.250	0.301	MM	0.2	
41	41	20230717AY_Sample2-30	Analyte		2.38	204112.422	2560417.750	0.359	MM	0.3	
42	42	20230717AY_Sample2-31	Analyte		2.37	250178.141	2559928.000	0.440	MM	0.3	
43	43	20230717AY_Sample2-32	Analyte		2.36	196267.094	2607356.750	0.339	MM	0.3	
44	44	20230717AY_Sample2-33	Analyte		2.41	219301.672	2485394.250	0.397	MM	0.3	
45	45	20230717AY_Sample2-34	Analyte		2.39	172783.641	2537528.750	0.306	MM	0.2	
46	46	20230717AY_Sample2-35	Analyte		2.39	167953.688	2540879.250	0.297	MM	0.2	
47	47	20230717AY_Sample2-36	Analyte		2.37	135097.922	2642167.000	0.230	MM	0.1	
48	48	20230717AY_Sample2-37	Analyte		2.40	235523.172	2562042.250	0.414	MM	0.3	
49	49	20230717AY_Sample2-38	Analyte		2.39	216749.516	2580151.000	0.378	MM	0.3	
50	50	20230717AY_Sample2-39	Analyte		2.41	187447.141	2479730.500	0.340	MM	0.3	
51	51	20230717AY_Sample2-40	Analyte		2.39	289368.344	2615213.250	0.498	MM	0.4	
52	52	20230717AY_Sample2-41	Analyte		2.39	218833.594	2584179.500	0.381	MM	0.3	
53	53	20230717AY_Sample2-42	Analyte		2.36	299644.094	2680481.500	0.503	MM	0.4	
54	54	20230717AY_Sample2-43	Analyte		2.40	253313.359	2548011.750	0.447	MM	0.4	
55	55	20230717AY_Sample2-44	Analyte		2.38	256718.203	2721615.250	0.424	MM	0.3	
56	56	20230717AY_Sample2-45	Analyte		2.41	196265.094	2535268.250	0.348	MM	0.3	
57	57	20230717AY_Sample2-46	Analyte		2.39	119019.789	2483360.500	0.216	MM	0.1	
58	58	20230717AY_Sample2-47	Analyte		2.39	153208.156	2532159.000	0.272	MM	0.2	
59	59	20230717AY_Sample2-48	Analyte		2.41	155670.375	2486812.750	0.282	MM	0.2	
60	60	20230717AY_Water8	Analyte		1.99	966.062	2461975.250	0.002	bbI		
61	61	20230717AY_Sample2-49	Analyte		2.43	282863.844	2184052.500	0.583	MM	0.5	
62	62	20230717AY_Sample2-50	Analyte		2.40	192852.297	2277699.750	0.381	MM	0.3	
63	63	20230717AY_Sample2-51	Analyte		2.43	177737.703	2199439.750	0.364	MM	0.3	
64	64	20230717AY_Sample2-52	Analyte		2.41	349819.656	2297448.500	0.685	MM	0.6	
65	65	20230717AY_Sample2-53	Analyte		2.43	254934.906	2293430.000	0.500	MM	0.4	
66	66	20230717AY_Sample2-54	Analyte		2.41	385103.094	2286382.250	0.758	MM	0.6	
67	67	20230717AY_Sample2-55	Analyte		2.41	339802.938	2343640.000	0.652	MM	0.5	
68	68	20230717AY_Sample2-56	Analyte		2.43	336170.375	2235535.750	0.677	MM	0.6	
69	69	20230717AY_Sample2-57	Analyte		2.41	320280.406	2327594.250	0.619	MM	0.5	
70	70	20230717AY_Sample2-58	Analyte		2.42	296832.531	2246347.500	0.595	MM	0.5	
71	71	20230717AY_Sample2-59	Analyte		2.41	346677.156	2294907.750	0.680	MM	0.6	
72	72	20230717AY_Sample2-60	Analyte		2.41	321454.969	2272513.000	0.637	MM	0.5	
73	73	20230717AY_Sample2-61	Analyte		2.37	215476.938	1978245.125	0.490	MM	0.4	
74	74	20230717AY_Sample2-62	Analyte		2.41	273037.313	1907520.750	0.644	MM	0.5	
75	75	20230717AY_Sample2-63	Analyte		2.40	353707.656	2063804.250	0.771	MM	0.6	
76	76	20230717AY_Sample2-64	Analyte		2.40	190584.766	1966654.125	0.436	MM	0.3	
77	77	20230717AY_Sample2-65	Analyte		2.38	404417.625	1979801.750	0.919	MM	0.8	
78	78	20230717AY_Sample2-66	Analyte		2.42	254782.875	1870467.625	0.613	MM	0.5	
79	79	20230717AY_Sample2-67	Analyte		2.40	291113.813	2355871.500	0.556	MM	0.5	
80	80	20230717AY_Sample2-68	Analyte		2.41	248007.406	2358773.250	0.473	MM	0.4	
81	81	20230717AY_Sample2-69	Analyte		2.38	263999.000	2419651.750	0.491	MM	0.4	
82	82	20230717AY_Sample2-70	Analyte		2.43	274604.750	2355878.500	0.525	MM	0.4	
83	83	20230717AY_Sample2-71	Analyte		2.40	409508.438	2365097.000	0.779	MM	0.7	
84	84	20230717AY_Sample2-72	Analyte		2.43	348057.156	2277926.750	0.688	MM	0.6	
85	85	20230717AY_Water10	Analyte		1.99	1281.434	2697110.750	0.002	bbI		
86	86	20230717AY_Std4-1	Standard	0.000			2460051.750		MM-I		
87	87	20230717AY_Std4-2	Standard	0.100	2.42	82051.391	2605839.750	0.142	MM	0.1	-31.9
88	88	20230717AY_Std4-3	Standard	0.500	2.41	397834.625	2651676.750	0.675	MM	0.6	12.2
89	89	20230717AY_Std4-4	Standard	1.000	2.40	815725.563	2774227.500	1.323	MM	1.2	16.0
90	90	20230717AY_Std4-5	Standard	5.000	2.45	3254525.500	2283026.500	6.415	MM	5.9	17.3
91	91	20230717AY_Std4-6	Standard	10.000	2.42	6360098.500	2288004.000	12.509	MM	11.5	15.0
92	92	20230717AY_Std4-7	Standard	50.000	2.41	23097734.000	1854655.250	56.043	MM	51.7	3.4
93	93	20230717AY_Std4-8	Standard	100.000	2.37	42166752.000	1905913.625	99.559	MM	91.9	-8.1

Compound 21:  Met*

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5		4.500	2.39	2571137.000		2571137.000	bb	5.0	10.4
2	2	20230717AY_Std3-1	Standard	4.500	2.41	2420142.500		2420142.500	bb	4.7	3.9
3	3	20230717AY_Std3-2	Standard	4.500	2.39	2593701.000		2593701.000	MM	5.0	11.4
4	4	20230717AY_Std3-3	Standard	4.500	2.39	2549377.250		2549377.250	bb	4.9	9.5
5	5	20230717AY_Std3-4	Standard	4.500	2.38	2656166.750		2656166.750	bb	5.1	14.1
6	6	20230717AY_Std3-5	Standard	4.500	2.41	2182549.000		2182549.000	bb	4.2	-6.3
7	7	20230717AY_Std3-6	Standard	4.500	2.39	2214251.250		2214251.250	bb	4.3	-4.9
8	8	20230717AY_Std3-7	Standard	4.500	2.37	1913150.250		1913150.250	bb	3.7	-17.9
9	9	20230717AY_Std3-8	Standard	4.500	2.32	1909217.250		1909217.250	MM	3.7	-18.0
10	10	20230717AY_Water6	Analyte	4.500	2.39	2640901.000		2640901.000	bb	5.1	13.4
11	11	20230717AY_Sample2-1	Analyte	4.500	2.35	2639740.750		2639740.750	bb	5.1	13.3
